Symbol,Pre Market Volume,Price % Change from Open,% From Daily VWAP,ADR % - 1 Day,ADR - 1 Day,ATR - 14 Days,Last,Volume,Pre Market Last,Pre Market Price % Change,Relative Volume - 5 Day,Relative Volume - 20 Day,Industry,DCR,WCR,Name
IRM,NaN,1.06%,0.48%,2.41%,3.1199,3.8311,$132.34,1006858,$NaN,NaN%,0.9579,1.1636,Specialized REITs,91%,65%,Iron Mountain Incorporated
IRON,NaN,6.55%,2.29%,6.84%,4.8,2.8755,$74.81,1188884,$NaN,NaN%,1.6214,2.7902,Biotechnology,96%,97%,"Disc Medicine, Inc."
IRT,NaN,0.99%,0.11%,2.01%,0.335,0.3689,$16.905,2197318,$NaN,NaN%,0.9625,0.954,Residential REITs,64%,91%,"Independence Realty Trust, Inc."
IRTC,10459,1.06%,-0.36%,6.51%,7.4524,5.6515,$118.63,529465,$115.4,-0.51%,1.101,1.1939,Health Care Equipment & Supplies,56%,84%,"iRhythm Technologies, Inc."
ISRG,6463,1.19%,-0.35%,2.58%,10.3,11.2086,$404.24,1743031,$399.47,-0.06%,0.9365,0.9244,Health Care Equipment & Supplies,46%,39%,"Intuitive Surgical, Inc."
IT,NaN,4.57%,1.10%,5.24%,6.75,6.6825,$134.99,1282634,$NaN,NaN%,1.0233,1.2025,IT Services,91%,95%,"Gartner, Inc."
ITRI,502,2.21%,0.08%,2.90%,2.38,2.2868,$83.84,727131,$82.51,-0.53%,2.2132,1.7183,"Electronic Equipment, Instruments & Components",76%,86%,"Itron, Inc."
ITT,NaN,-2.48%,-0.56%,3.04%,5.847,6.3164,$193.09,1115658,$NaN,NaN%,1.4768,1.7791,Machinery,16%,24%,ITT Inc.
ITW,NaN,-0.86%,-0.07%,1.40%,3.72,5.5107,$267.64,1026972,$NaN,NaN%,0.9112,1.0045,Machinery,28%,53%,Illinois Tool Works Inc.
IVT,NaN,0.40%,0.23%,1.48%,0.53,0.8429,$36.15,744060,$NaN,NaN%,0.8311,0.8288,Retail REITs,77%,95%,InvenTrust Properties Corp.
IVZ,NaN,0.21%,-0.06%,2.16%,0.56,1.0431,$26.145,3993175,$NaN,NaN%,0.7096,0.9851,Capital Markets,47%,17%,Invesco Ltd.
J,NaN,1.44%,0.40%,2.16%,2.6717,4.3111,$125.665,901998,$NaN,NaN%,1.0389,1.0412,Construction & Engineering,83%,95%,Jacobs Solutions Inc.
JACK,205,9.37%,0.89%,10.63%,1.34,1.0471,$13.78,769052,$12.57,-1.95%,1.1426,1.2621,"Hotels, Restaurants & Leisure",88%,93%,Jack in the Box Inc.
JAN,NaN,-2.71%,-0.16%,4.61%,1.28,0.8476,$28.21,1538243,$NaN,NaN%,0.9705,1.0226,-,35%,74%,"Janus Living, Inc."
JANX,5180,1.36%,-0.41%,6.85%,0.99,0.64,$14.94,2132901,$14.75,1.17%,1.1799,2.2452,Biotechnology,49%,61%,"Janux Therapeutics, Inc."
JAZZ,NaN,1.73%,0.29%,2.19%,4.9425,6.6959,$230.12,517543,$NaN,NaN%,0.9384,0.7338,Pharmaceuticals,79%,64%,Jazz Pharmaceuticals plc
JBGS,NaN,4.87%,1.12%,4.94%,0.705,0.5071,$14.97,525223,$NaN,NaN%,1.5955,1.7371,Diversified REITs,99%,99%,JBG SMITH Properties
JBHT,653,1.96%,0.68%,2.73%,7.49,9.7896,$280.43,835683,$273,-0.61%,1.256,1.216,Ground Transportation,87%,93%,"J.B. Hunt Transport Services, Inc."
JBIO,NaN,0.92%,1.31%,6.33%,1.34,1.6714,$22,1037621,$NaN,NaN%,0.8947,0.847,Biotechnology,63%,75%,"Jade Biosciences, Inc."
JBL,3912,-1.48%,-0.69%,3.92%,13.97,21.8324,$358.99,1510168,$368,-1.77%,1.0447,1.4067,"Electronic Equipment, Instruments & Components",21%,10%,Jabil Inc.
JBS,31708,0.87%,0.28%,2.04%,0.245,0.3833,$12.225,6944696,$12.08,0.42%,1.3539,1.0785,Food Products,80%,78%,Jbs N.V.
JBTM,NaN,2.60%,0.45%,3.16%,4.29,5.0321,$139.2225,634250,$NaN,NaN%,1.6176,2.1138,Machinery,82%,93%,JBT Marel Corporation
JCI,763,-3.48%,-1.28%,3.70%,5.11,5.2777,$138.2,4592294,$144.01,-1.02%,1.1585,1.471,Building Products,1%,0%,Johnson Controls International plc
JD,203353,2.76%,1.41%,3.69%,0.9046,0.6832,$25.35,11942099,$24.72,-1.87%,1.318,1.7402,Broadline Retail,89%,28%,"JD.com, Inc."
JEF,1261,-5.53%,-1.25%,7.26%,3.52,2.7026,$49.02,3402592,$52,-1.22%,0.997,1.8825,Financial Services,16%,4%,Jefferies Financial Group Inc.
JHG,NaN,-0.03%,-0.04%,0.10%,0.05,0.0854,$51.94,4025044,$NaN,NaN%,0.801,1.747,Capital Markets,20%,50%,Janus Henderson Group plc
JHX,NaN,2.60%,0.87%,3.21%,0.83,1.1025,$26.62,6368673,$NaN,NaN%,0.9463,0.9547,Construction Materials,93%,97%,James Hardie Industries plc
JKHY,NaN,4.08%,0.32%,4.54%,5.89,4.5034,$134.96,1510211,$NaN,NaN%,1.2464,1.2013,Financial Services,90%,96%,"Jack Henry & Associates, Inc."
JKS,1313,-3.72%,-1.32%,5.43%,0.8799,1.0963,$16.29,627683,$17.06,0.35%,1.3295,0.9728,Semiconductors & Semiconductor Equipment,10%,4%,"JinkoSolar Holding Co., Ltd."
JNJ,20080,2.43%,0.49%,2.91%,7.21,5.7639,$254.3,9692700,$247.58,1.10%,1.4297,1.7276,Pharmaceuticals,89%,97%,Johnson & Johnson
JPM,548989,-2.36%,-0.78%,2.70%,8.85,7.9714,$328.08,7391715,$335.5,0.11%,1.149,1.1655,Banks,6%,8%,JPMorgan Chase & Co.
JXN,NaN,-0.20%,-0.65%,2.00%,2.13,3.0081,$106.74,287632,$NaN,NaN%,0.7313,0.7538,Financial Services,15%,20%,Jackson Financial Inc.
KARD,1267,5.32%,1.13%,12.15%,2.6585,2.7385,$23.455,746421,$22.26,-1.42%,0.4857,0.4857,-,59%,71%,"Kardigan, Inc."
KB,NaN,0.29%,-0.30%,2.35%,2.2785,4.3721,$98.275,348852,$NaN,NaN%,0.8,1.3388,Banks,56%,13%,KB Financial Group Inc.
KBH,NaN,1.92%,0.44%,3.13%,1.895,2.6681,$62.19,1169422,$NaN,NaN%,0.5618,0.9835,Household Durables,90%,87%,KB Home
KBR,976,2.85%,0.48%,3.83%,1.235,1.2392,$33.36,1239009,$32.03,-0.68%,0.9779,0.9304,Professional Services,90%,83%,"KBR, Inc."
KD,24762,5.26%,1.02%,6.26%,0.67,0.5982,$11.3,5082752,$10.74,-0.46%,1.2384,1.4518,IT Services,90%,93%,"Kyndryl Holdings, Inc."
KDP,30330,2.20%,0.37%,3.16%,1.03,0.8352,$33.39,24155410,$32.71,0.58%,2.1137,2.4022,Beverages,74%,93%,Keurig Dr Pepper Inc.
KELYA,NaN,7.39%,1.65%,9.65%,1.13,0.4771,$12.715,514895,$NaN,NaN%,1.6774,1.7019,Professional Services,89%,94%,"Kelly Services, Inc."
KEP,9300,0.04%,-0.43%,1.62%,0.193,0.5104,$11.965,1314060,$12.19,-2.17%,1.2359,1.2224,Electric Utilities,27%,18%,Korea Electric Power Corporation
KEX,NaN,-0.44%,0.20%,1.99%,2.69,3.3563,$136.8,336747,$NaN,NaN%,0.9561,0.8798,Marine Transportation,52%,18%,Kirby Corporation
KEY,NaN,0.87%,0.03%,1.73%,0.3998,0.4878,$23.27,8837657,$NaN,NaN%,1.0304,0.8625,Banks,50%,63%,KeyCorp
KEYS,3472,-6.18%,-2.04%,6.76%,22.4406,15.6106,$332.53,1185092,$350.0608,-2.78%,1.257,1.1261,"Electronic Equipment, Instruments & Components",2%,1%,"Keysight Technologies, Inc."
KFY,NaN,1.96%,0.36%,3.74%,2.625,2.3732,$72.19,868215,$NaN,NaN%,1.5427,2.2381,Professional Services,76%,79%,Korn Ferry
KGC,105337,0.29%,-0.96%,2.86%,0.69,1.3531,$24.26,7933066,$24.16,0.50%,0.8882,0.9862,Metals & Mining,14%,30%,Kinross Gold Corporation
KGS,840,4.51%,2.17%,4.90%,3.555,2.7505,$76.01,2077008,$73.95,-0.01%,1.5197,1.7093,Energy Equipment & Services,98%,99%,"Kodiak Gas Services, Inc."
KHC,45562,0.22%,-0.16%,2.10%,0.495,0.6129,$23.715,10262353,$23.67,0.85%,0.8949,0.9699,Food Products,33%,84%,The Kraft Heinz Company
KIM,1161,0.78%,0.63%,1.35%,0.345,0.5332,$25.88,3285477,$25.4042,-0.45%,0.9447,0.8341,Retail REITs,94%,99%,Kimco Realty Corporation
KKR,NaN,-2.85%,-1.31%,5.62%,5.01,3.6339,$90.09,6502528,$NaN,NaN%,1.3959,1.8119,Capital Markets,20%,11%,KKR & Co. Inc.
KLAC,772124,0.31%,0.31%,4.08%,9.91,19.5524,$247.76,8235503,$245.56,-5.12%,0.8813,0.8932,Semiconductors & Semiconductor Equipment,47%,37%,KLA Corporation
KLAR,7993,8.40%,2.66%,8.82%,1.65,1.1292,$20.27,4530458,$19.02,-0.58%,1.0338,0.9765,Financial Services,95%,97%,Klarna Group plc
KLIC,12777,-0.49%,-0.14%,4.77%,5.89,8.7116,$125.22,1759398,$125,-4.94%,1.1191,1.9254,Semiconductors & Semiconductor Equipment,29%,58%,"Kulicke and Soffa Industries, Inc."
KLRA,NaN,1.23%,0.89%,7.52%,1.475,1.5325,$20.52,1223179,$NaN,NaN%,2.1842,2.7338,-,61%,27%,"Kailera Therapeutics, Inc."
KMB,142555,0.54%,0.36%,1.39%,1.505,2.4534,$109.54,4522266,$108.77,0.62%,1.1107,1.1743,Household Products,75%,96%,Kimberly-Clark Corp
KMI,7779,0.15%,0.06%,1.08%,0.355,0.7055,$33.18,7045696,$32.85,-0.48%,0.9872,1.1309,"Oil, Gas & Consumable Fuels",55%,91%,"Kinder Morgan, Inc."
KMPR,100,3.63%,1.34%,4.39%,1.13,0.9586,$26.805,1173545,$25.32,-0.31%,1.6046,1.3736,Insurance,96%,98%,Kemper Corporation
KMT,158,-0.25%,-0.13%,2.37%,0.835,1.3673,$35.76,584545,$36.5,-0.08%,0.7707,0.6666,Machinery,59%,61%,Kennametal Inc.
KMX,921,1.15%,0.32%,3.12%,1.62,2.8186,$52.695,2002221,$52.57,-0.62%,0.6271,0.5941,Specialty Retail,47%,66%,"CarMax, Inc."
KN,3778,1.19%,2.60%,4.81%,1.84,1.9572,$40.01,1420826,$41.3262,1.31%,1.4369,1.7185,"Electronic Equipment, Instruments & Components",97%,38%,Knowles Corporation
KNF,NaN,0.30%,1.12%,2.90%,2.63,4.1987,$93,464083,$NaN,NaN%,0.9379,1.0112,Metals & Mining,91%,70%,Knife River Corporation
KNSA,NaN,3.00%,0.77%,5.68%,3.21,2.1977,$59.14,1101805,$NaN,NaN%,1.7339,2.3878,Biotechnology,80%,64%,"Kiniksa Pharmaceuticals International, plc"
KNTK,NaN,3.57%,1.88%,3.99%,1.91,1.5383,$49.77,909648,$NaN,NaN%,0.9676,1.203,"Oil, Gas & Consumable Fuels",97%,99%,Kinetik Holdings Inc.
KNX,NaN,0.33%,-0.40%,2.06%,1.5694,2.9192,$76.615,2875450,$NaN,NaN%,0.8104,0.7058,Ground Transportation,37%,68%,Knight-Swift Transportation Holdings Inc.
KO,146262,1.95%,0.96%,2.62%,2.115,1.62,$82.62,16051900,$80.98,0.70%,1.1541,1.3113,Beverages,91%,95%,The Coca-Cola Company
KOD,16395,6.43%,2.04%,7.95%,2.6788,2.6948,$35.94,894041,$33.76,-0.97%,1.6307,1.5334,Biotechnology,84%,48%,Kodiak Sciences Inc.
KR,6155,-1.38%,-0.34%,2.49%,1.435,1.9641,$57.72,4148002,$58.53,1.32%,0.4184,0.5751,Consumer Staples Distribution & Retail,11%,55%,The Kroger Co.
KRC,NaN,0.93%,1.15%,1.77%,0.66,1.0802,$38,1155708,$NaN,NaN%,1.35,0.9315,Diversified REITs,98%,99%,Kilroy Realty Corporation
KRG,NaN,-0.10%,0.29%,1.38%,0.4,0.5489,$29.22,1042696,$NaN,NaN%,0.6686,0.7469,Retail REITs,73%,92%,Kite Realty Group Trust
KRMN,NaN,0.96%,-0.46%,5.05%,2.3,3.4284,$46.36,2194375,$NaN,NaN%,0.854,0.6508,Aerospace & Defense,34%,43%,Karman Holdings Inc.
KRP,NaN,-0.26%,0.09%,1.71%,0.25,0.3385,$14.762,543731,$NaN,NaN%,0.9233,0.806,"Oil, Gas & Consumable Fuels",45%,37%,"Kimbell Royalty Partners, LP"
KSS,NaN,1.18%,1.08%,3.39%,0.635,1.0661,$19.215,3853810,$NaN,NaN%,0.8852,0.7302,Broadline Retail,80%,84%,Kohl's Corporation
KT,NaN,-0.23%,-0.61%,2.13%,0.375,0.5018,$17.66,1336940,$NaN,NaN%,0.6525,0.7233,Diversified Telecommunication Services,17%,36%,KT Corporation
KTB,NaN,4.51%,0.02%,5.76%,4.59,3.6361,$83.23,1154046,$NaN,NaN%,2.5162,2.0158,"Textiles, Apparel & Luxury Goods",78%,90%,"Kontoor Brands, Inc."
KTOS,36291,2.27%,-1.02%,6.84%,3.15,3.3043,$47.31,5591761,$46,-0.69%,1.5794,1.444,Aerospace & Defense,40%,16%,"Kratos Defense & Security Solutions, Inc."
KURA,2515,5.52%,2.52%,8.87%,0.9,0.5354,$10.89,1502515,$10.2,-1.54%,1.4224,1.026,Biotechnology,82%,85%,"Kura Oncology, Inc."
KVUE,960517,0.47%,0.45%,1.32%,0.25,0.3564,$19.13,23286505,$19,0.21%,1.1599,1.4238,Personal Care Products,80%,96%,Kenvue Inc.
KVYO,8916,5.23%,0.42%,7.26%,1.02,0.7554,$14.89,5417713,$14.09,0.43%,1.1165,1.0805,Software,82%,93%,"Klaviyo, Inc."
KYIV,7022,-1.20%,-2.51%,4.75%,0.7,0.515,$14.77,1257334,$14.95,-0.20%,1.7386,2.6719,Wireless Telecommunication Services,4%,60%,Kyivstar Group Ltd. Common Shares
KYMR,NaN,-5.26%,-2.97%,11.28%,12.065,7.4065,$108,2050464,$NaN,NaN%,1.1176,2.465,Biotechnology,9%,42%,"Kymera Therapeutics, Inc."
L,128,1.64%,0.58%,1.74%,1.94,1.8514,$113.26,529996,$111.85,0.86%,0.9329,0.9822,Insurance,94%,98%,Loews Corporation
LADR,NaN,1.82%,0.45%,2.67%,0.27,0.2035,$10.355,1469004,$NaN,NaN%,2.0317,2.1378,Mortgage Real Estate Investment Trusts (REITs),91%,88%,Ladder Capital Corp
LAMR,NaN,0.74%,0.75%,1.71%,2.6302,3.2219,$156.1,472965,$NaN,NaN%,1.283,1.3414,Specialized REITs,78%,93%,Lamar Advertising Company
LASR,4838,0.96%,2.63%,5.77%,3.37,5.3168,$61.17,1594588,$59.292,-5.04%,1.9341,1.8187,"Electronic Equipment, Instruments & Components",81%,26%,"nLIGHT, Inc."
LAUR,NaN,1.53%,0.17%,3.39%,1.23,1.2936,$37.06,760324,$NaN,NaN%,0.8445,0.8306,Diversified Consumer Services,61%,66%,"Laureate Education, Inc."
LAZ,NaN,-1.40%,0.69%,3.56%,1.4,2.6399,$40.17,1113496,$NaN,NaN%,0.4996,0.5732,Capital Markets,56%,15%,Lazard Inc
LB,NaN,6.46%,2.33%,7.10%,4.34,3.4478,$65.06,398043,$NaN,NaN%,0.8915,1.2818,Real Estate Management & Development,91%,93%,LandBridge Company LLC
LBRDK,NaN,3.16%,0.03%,5.53%,1.68,1.4482,$31.35,1260252,$NaN,NaN%,0.8057,0.7219,Media,57%,76%,Liberty Broadband Corporation
LBRT,742,0.05%,0.62%,3.77%,0.99,1.228,$26.845,3820581,$27.08,-0.62%,1.1028,1.3694,Energy Equipment & Services,56%,59%,Liberty Energy Inc.
LBTYA,NaN,2.56%,0.15%,4.14%,0.46,0.3629,$11.405,2869988,$NaN,NaN%,1.5119,1.8733,Diversified Telecommunication Services,62%,72%,Liberty Global plc
LBTYK,NaN,2.48%,0.20%,4.08%,0.435,0.3431,$10.935,1102709,$NaN,NaN%,1.1973,1.0324,Diversified Telecommunication Services,61%,70%,Liberty Global plc
LC,NaN,0.47%,NaN%,2.67%,0.505,0.9418,$19.21,2293187,$NaN,NaN%,1.6108,1.8175,Consumer Finance,56%,39%,LendingClub Corporation
LDOS,1663,2.12%,0.72%,3.02%,3.005,3.9756,$101.84,1655144,$100.9999,1.00%,1.1195,1.462,IT Services,77%,31%,"Leidos Holdings, Inc."
LEA,NaN,0.27%,0.82%,1.92%,2.59,4.2913,$136.795,613436,$NaN,NaN%,1.2638,1.2223,Automobile Components,82%,35%,Lear Corporation
LEG,438,0.86%,-0.33%,1.82%,0.21,0.4234,$11.64,4201875,$11.5661,-0.29%,1.4636,1.7886,Household Durables,48%,91%,"Leggett & Platt, Incorporated"
LEGN,188,2.17%,1.06%,5.13%,1.43,2.1973,$28.69,1967547,$28.18,-0.88%,0.4745,0.6321,Biotechnology,56%,33%,Legend Biotech Corporation
LEN,3399,-0.47%,-0.27%,2.08%,1.935,3.718,$93.52,1717938,$93.89,0.03%,0.7974,0.7242,Household Durables,27%,71%,Lennar Corporation
LEU,5911,-0.80%,-0.18%,3.91%,6.391,13.217,$165.415,507557,$166,-2.57%,0.6041,0.6537,"Oil, Gas & Consumable Fuels",30%,7%,Centrus Energy Corp.
LEVI,NaN,3.28%,-0.05%,5.41%,1.28,0.8296,$24.57,2452840,$NaN,NaN%,1.3937,1.337,"Textiles, Apparel & Luxury Goods",72%,82%,Levi Strauss & Co.
LFST,NaN,4.16%,1.65%,5.10%,0.5,0.3594,$10.27,4926681,$NaN,NaN%,1.5534,2.2454,Health Care Equipment & Supplies,94%,98%,"LifeStance Health Group, Inc."
LFTO,NaN,8.01%,3.06%,9.92%,2.49,2.3939,$27.51,461135,$NaN,NaN%,0.7836,0.6311,-,97%,98%,"Liftoff Mobile, Inc. Common Stock"
LGN,755,-0.75%,1.19%,4.83%,3.74,5.3656,$80.39,2932870,$81.02,-0.10%,2.9394,3.3438,Construction & Engineering,79%,28%,Legence Corp. Class A Common stock
LGND,403,3.14%,1.81%,6.89%,19.71,13.115,$303.81,448913,$291.95,-1.34%,0.6486,1.6303,Biotechnology,90%,97%,Ligand Pharmaceuticals Incorporated
LH,NaN,1.47%,0.68%,1.99%,5.315,6.2929,$271.45,526810,$NaN,NaN%,1.2211,1.324,Health Care Providers & Services,84%,96%,Labcorp Holdings Inc.
LHX,420,0.03%,-0.50%,2.71%,7.83,10.0369,$291.24,1149894,$288,-0.18%,0.6573,1.1477,Aerospace & Defense,32%,63%,"L3Harris Technologies, Inc."
LI,43950,2.29%,0.42%,2.63%,0.31,0.4545,$12.04,3052117,$11.7,-1.10%,1.0326,0.7726,Automobiles,87%,20%,Li Auto Inc.
LIF,NaN,8.45%,1.06%,9.47%,4.63,3.0024,$53.03,835047,$NaN,NaN%,1.6896,1.5607,Software,89%,93%,"Life360, Inc."
LIN,10923,-0.31%,-0.31%,1.28%,6.645,11.035,$519.36,1611206,$521.19,-0.21%,1.0096,0.9126,Chemicals,15%,59%,Linde plc
LIND,265,5.31%,0.72%,6.19%,1.75,1.3635,$29.75,2062527,$28.5,-0.35%,1.957,3.1148,"Hotels, Restaurants & Leisure",86%,95%,"Lindblad Expeditions Holdings, Inc."
LINE,2835,3.00%,0.74%,3.35%,1.43,1.4389,$43.96,1075981,$42.43,-0.42%,1.6236,1.4975,Diversified REITs,90%,96%,"Lineage, Inc."
LION,1062,3.58%,1.60%,4.15%,0.655,0.7136,$16.335,2491734,$15.7578,-0.39%,1.3297,0.9339,Entertainment,87%,95%,Lionsgate Studios Corp.
LITE,71515,-1.04%,1.97%,6.49%,50.3,75.8979,$814.01,6057031,$820,-4.87%,1.3829,1.1886,Communications Equipment,78%,30%,Lumentum Holdings Inc.
LIVN,NaN,2.81%,0.45%,3.82%,3.09,2.5269,$83.43,743665,$NaN,NaN%,1.41,1.3235,Health Care Equipment & Supplies,83%,92%,LivaNova PLC
LKQ,NaN,1.60%,0.90%,2.20%,0.584,0.8359,$27.005,1984208,$NaN,NaN%,0.9137,0.9855,Distributors,87%,96%,LKQ Corporation
LLY,15300,6.71%,0.82%,7.69%,86.77,38.0861,$1206.74,5242507,$1130.8437,0.28%,2.2336,2.1453,Pharmaceuticals,90%,94%,Eli Lilly and Company
LMND,9215,5.67%,2.83%,6.05%,3.36,3.7918,$58.835,829481,$54.95,-1.86%,1.0381,0.7206,Insurance,97%,61%,"Lemonade, Inc."
LMRI,NaN,13.54%,6.28%,15.45%,1.63,0.7927,$11.99,1114151,$NaN,NaN%,2.606,1.9937,Health Care Providers & Services,88%,93%,"Lumexa Imaging Holdings, Inc. Common Stock"
LMT,2127,-0.30%,-0.85%,2.85%,14.34,15.3609,$506.82,994172,$507.8,0.55%,0.8425,1.059,Aerospace & Defense,20%,59%,Lockheed Martin Corporation
LNC,NaN,0.25%,0.03%,3.80%,1.375,1.1178,$36.71,1829129,$NaN,NaN%,1.4651,1.5004,Insurance,39%,29%,Lincoln National Corporation
LNG,365,3.64%,0.88%,3.81%,8.875,7.7336,$241.63,2629046,$233.04,-0.88%,1.4684,1.5097,"Oil, Gas & Consumable Fuels",96%,98%,"Cheniere Energy, Inc."
LNT,255,0.91%,0.47%,1.30%,0.99,1.2521,$77.23,1802394,$76.49,0.39%,1.0981,1.0944,Electric Utilities,90%,98%,Alliant Energy Corporation
LNTH,NaN,1.06%,-0.64%,2.72%,2.95,3.1196,$109.66,899567,$NaN,NaN%,1.5785,1.3299,Health Care Equipment & Supplies,39%,77%,"Lantheus Holdings, Inc."
LOAR,144,3.69%,0.98%,4.38%,3.335,3.2475,$79.1025,939737,$77.41,0.05%,1.7277,1.9296,Aerospace & Defense,87%,91%,Loar Holdings Inc.
LOGI,15288,-1.96%,-0.02%,3.51%,3.38,3.1607,$97.39,1428866,$99.07,-1.76%,2.2154,1.4555,"Technology Hardware, Storage & Peripherals",33%,10%,Logitech International S.A.
LOMA,NaN,0.61%,-1.20%,4.69%,0.535,0.6102,$11.57,132983,$NaN,NaN%,0.2759,0.3241,Construction Materials,29%,35%,Loma Negra Compañía Industrial Argentina Sociedad Anónima
LOW,18803,-0.27%,0.00%,1.48%,3.2799,6.3771,$222.49,1716081,$221.93,0.00%,0.7487,0.7866,Specialty Retail,46%,73%,"Lowe's Companies, Inc."
LPG,1708,-1.93%,1.18%,6.77%,2.3599,2.0179,$36.07,609149,$36.97,0.05%,0.8769,1.1024,"Oil, Gas & Consumable Fuels",52%,19%,Dorian LPG Ltd.
LPLA,NaN,-2.63%,-0.20%,6.60%,17.205,10.2949,$268.75,1646407,$NaN,NaN%,2.2029,2.2656,Capital Markets,46%,20%,LPL Financial Holdings Inc.
LPTH,31344,-0.15%,-0.64%,6.74%,0.86,1.3139,$13.08,2219040,$13.03,-4.40%,0.764,0.6384,"Electronic Equipment, Instruments & Components",37%,18%,"LightPath Technologies, Inc."
LPX,NaN,1.92%,0.38%,2.57%,2.0675,3.3481,$82.42,817508,$NaN,NaN%,0.9083,1.0278,Paper & Forest Products,88%,87%,Louisiana-Pacific Corporation
LQDA,1019,2.05%,-0.24%,3.78%,2.895,4.3419,$78.11,1615861,$77.56,0.83%,0.856,0.8871,Pharmaceuticals,55%,83%,Liquidia Corporation
LRCX,119463,-2.31%,-0.77%,4.13%,15.48,29.3501,$377.63,9795478,$384.22,-4.38%,0.9771,1.146,Semiconductors & Semiconductor Equipment,21%,34%,Lam Research Corporation
LRN,NaN,1.34%,-2.53%,5.70%,4.91,4.2981,$87.27,855175,$NaN,NaN%,1.7926,1.2311,Diversified Consumer Services,24%,63%,"Stride, Inc."
LSCC,6041,-1.61%,-0.11%,3.39%,4.62,9.8234,$138.215,2990959,$141.14,-2.12%,1.9823,1.9452,Semiconductors & Semiconductor Equipment,44%,10%,Lattice Semiconductor Corporation
LSPD,NaN,7.16%,1.37%,7.74%,0.735,0.3939,$10.18,1711401,$NaN,NaN%,1.5083,1.385,Software,94%,96%,Lightspeed Commerce Inc.
LSTR,NaN,-0.42%,-0.23%,3.30%,6.87,6.9463,$208.96,251083,$NaN,NaN%,0.7839,0.8133,Ground Transportation,15%,37%,"Landstar System, Inc."
LTC,NaN,0.08%,-0.43%,1.35%,0.52,0.7774,$38.44,536677,$NaN,NaN%,1.7559,1.4701,Diversified REITs,12%,84%,"LTC Properties, Inc."
LTH,NaN,2.85%,-0.28%,5.32%,2.11,1.4924,$41,3804279,$NaN,NaN%,1.4349,1.9855,"Hotels, Restaurants & Leisure",63%,86%,"Life Time Group Holdings, Inc."
LTM,NaN,3.60%,0.85%,4.48%,2.525,2.3195,$58.625,817030,$NaN,NaN%,1.0844,1.1132,Passenger Airlines,89%,95%,LATAM Airlines Group S.A.
LULU,34416,4.94%,1.27%,5.60%,6.24,5.1181,$117.53,3172285,$111.88,-0.16%,0.8571,0.8247,"Textiles, Apparel & Luxury Goods",98%,99%,Lululemon Athletica Inc.
LUNR,194355,6.62%,0.28%,9.35%,1.73,2.4994,$19.8,9385661,$18.6,-0.53%,1.0176,0.7709,Aerospace & Defense,75%,41%,"Intuitive Machines, Inc."
LUV,7040,-0.49%,-0.15%,3.91%,1.9996,2.1389,$51.9,6412435,$52.27,0.35%,1.1831,1.2861,Passenger Airlines,39%,79%,Southwest Airlines Co.
LVS,NaN,1.71%,-0.13%,2.92%,1.35,1.3323,$47.1,2757142,$NaN,NaN%,0.8205,0.9367,"Hotels, Restaurants & Leisure",59%,41%,Las Vegas Sands Corp.
LW,NaN,0.85%,1.52%,2.98%,1.31,1.3318,$45.15,1718018,$NaN,NaN%,1.823,1.8768,Food Products,89%,58%,"Lamb Weston Holdings, Inc."
LXP,NaN,1.65%,1.33%,2.66%,1.44,1.2507,$55.53,464453,$NaN,NaN%,1.4584,1.5587,Diversified REITs,94%,97%,LXP Industrial Trust
LXU,NaN,2.55%,1.50%,2.84%,0.3,0.4636,$10.84,533063,$NaN,NaN%,1.0056,0.9398,Chemicals,90%,34%,"LSB Industries, Inc."
LYB,20144,1.10%,0.29%,1.82%,1,2.3918,$55.75,4108546,$55.84,0.00%,0.9618,1.057,Chemicals,73%,28%,LyondellBasell Industries N.V.
LYFT,28031,1.79%,-0.56%,4.14%,0.58,0.6093,$14.25,10640745,$14.01,-0.50%,0.9398,0.9246,Ground Transportation,43%,47%,"Lyft, Inc."
LYV,NaN,2.46%,0.47%,4.14%,7.185,5.0278,$179.37,2320202,$NaN,NaN%,1.0125,1.2594,Entertainment,79%,90%,"Live Nation Entertainment, Inc."
LZB,NaN,0.23%,0.07%,2.55%,1.03,2.0704,$40.945,823994,$NaN,NaN%,1.3864,1.7993,Household Durables,56%,53%,La-Z-Boy Incorporated
M,3345,1.35%,0.66%,2.19%,0.5597,1.0963,$25.945,4342394,$25.4836,-0.84%,0.8785,0.6698,Broadline Retail,72%,94%,"Macy's, Inc."
MA,2128,1.84%,-0.21%,2.98%,14.605,10.7143,$498.8,3818846,$490,0.22%,1.419,1.3289,Financial Services,62%,72%,Mastercard Incorporated
MAA,NaN,1.00%,0.53%,1.12%,1.565,2.7569,$140.82,487930,$NaN,NaN%,0.8862,0.7354,Residential REITs,90%,99%,"Mid-America Apartment Communities, Inc."
MAC,NaN,2.03%,0.86%,3.34%,0.84,0.8229,$25.83,5426899,$NaN,NaN%,1.8405,1.8272,Retail REITs,84%,94%,The Macerich Company
MAIN,1965,1.47%,0.12%,2.74%,1.37,1.0393,$51.01,631159,$50.16,-0.06%,1.2262,1.1924,Capital Markets,67%,78%,Main Street Capital Corporation
MAIR,1903,-4.17%,-0.98%,7.15%,2.66,2.1348,$37.69,2561656,$39.22,-1.95%,2.5868,2.8539,-,18%,10%,Madison Air Solutions Corporation
